URL,PAGETITLE,STATUSCODE,EMAIL
https://moodle.quacert.de,QUACERT Schulung: Hier können Sie sich anmelden,404,
https://vsn.moodle-nds.de,Startseite | vsn,404,kueppers@nibis.de
https://moodle.uni-saar.de,Startseite | moodle,404,
https://183027.logineonrw-lms.de,Startseite | Willkommen an der Longenburgschule,500,longenburgschule@gs-niederdollendorf.de
https://123833.logineonrw-lms.de,Hier können Sie sich anmelden | Lernmanagementsystem des Landes NRW,500,
https://134429.logineonrw-lms.de,Hier können Sie sich anmelden | Lernportal der Grundschule St. Katharina Heinsberg,500,
https://estudij.um.si,Domov | Univerza v Mariboru,404,"ime.priimek@student.um.si, dkum@um.si, dkum@um.si"
https://04124242190.moodle.bw.schule,Schule@BW ,404,
http://mo6328.schule.hessen.de,Startseite | FLS,404,moodlesupport@fls-wiesbaden.de
https://beta.tischler-schreiner-campus.de,Tischler Schreiner CAMPUS,404,
https://128880.logineonrw-lms.de,Startseite | Grundschule am Volkspark Bochum,500,
https://logineonrw-lms.de,Startseite | Home,500,
https://www.igss-moodle.de,igss-moodle.de,404,
https://moodle.cornellcollege.edu,No Title Found,200,
https://moodle.tencos.de,Startseite | TENCOS,404,
https://www.sprachenfabrik-bildungsportal.de,Startseite | Sprachenfabrik,404,Riesenbildungsportal@sprachenfabrik.de
https://msm-moodle.de,Startseite | MSM-moodle.de,404,
https://moodle.odenthal-sz.logoip.de,Moodle am Schulzentrum Odenthal,404,
https://smartfox.de,Intelligentes Energiemanagement ⚡️ SMARTFOX Energiemanager,200,"info@smartfox.de, info@smartfox.de, info@smartfox.de"
https://moodle.tg.bkukr.de,Startseite | TG,404,
https://sec-uni.de,SECademy,404,
https://moodle.popakademie.de,Moodle Popakademie Baden-Württemberg,404,"info@popakademie.de, info@popakademie.de"
https://mo7675.schule.hessen.de,Login - Schulportal Hessen,404,
https://108583.logineonrw-lms.de,Hier können Sie sich anmelden | Herzlich willkommen im Lernportal KSG Viersen,500,
https://moodle.medizintechnik-hf.ch,Moodle der Höheren Fachschule Medizintechnik,404,
http://moodle.lfdd.de,Espace numérique du lycée Français de Düsseldorf,404,"info@moodle.lfdd.de, info@moodle.lfdd.de"
https://moodle.hs-ludwigsburg.de,Lernplattform der HVF Ludwigsburg,404,"helpdesk@hs-ludwigsburg.de, pm-ba@hs-ludwigsburg.de, sabine.schmidt@hs-ludwigsburg.deAFV, sabine.schmidt@hs-ludwigsburg.deFakult, lars.zipfel@hs-ludwigsburg.de"
https://moodle.bildungskompetenzen.de,Startseite | Bildungskompetenzen.de,200,
http://moodle1.wreh.eu,Kursseiten von Wolfgang Reh,404,
https://moodle.epep.at,Home | epep-moodle,404,
https://hollabrunn.gukps-moodle.at,Startseite | Moodle GuKPS Hollabrunn,404,
https://moodle.viewsandinsights.com,views-and-insights,404,
http://moodle.bbs-rohrbach.at,eLearning BBS-Rohrbach,404,
https://elearn.sbbstechnik.de,Startseite | SBBS Technik Gera,404,
https://lang.moodle.org,Home | Moodle translation,404,
https://moodle.ops-berlin.de,Otfried-Preußler-Grundschule,404,
https://hsmoodle.otago.ac.nz,Home | Home,404,med.moodle@otago.ac.nz
https://learning.bbz-chemie.de,bbz Chemie - eLearning,404,
https://mo3267.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://leadership-future.de,Leadership Future,404,drkatrinwinkler@gmx.de
https://test-moodle.lernerfolg.info,Hier können Sie sich anmelden | Test-Moodle,500,
http://learning.1-2-3-projekte.de,learning-center 1-2-3-projekte,404,
https://edu.chs-villach.at,Moodle CHS Villach,404,
https://moodle.integra-reha.de,Lernen bei integra,404,
https://04108224510.moodle.bw.schule,Schule@BW ,404,
http://www.gaia-seminar.de,GAIA - Seminar für allgemeine Goetheanistik (Kunstreligion),404,
https://moodle.fit.fraunhofer.de,Startseite | Moodle für Fraunhofer FIT,404,
https://integrale-akademie.online,🏠 Startseite | Integrale Akademie.online,404,
https://100042.logineonrw-lms.de,Startseite | Lernmanagementsystem des Landes NRW,500,
https://y.kreativ-computerschule.de,Kreativ- Computerschule online Webinare,404,
https://mo8226.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://154970.logineonrw-lms.de,Startseite | Förderschule Die Gute Hand,500,
https://moodle2.cpi.ch,CPI Formations,404,
http://moodle-22-23.fh-joanneum.at,Startseite | FHJ-2022-23,404,elearning-service@fh-joanneum.at
https://lms.training-research.de,Startseite | Lernplattform,404,info@schiffssicherheit.de
http://sachkommission.missionarisch-sein.de,"Lernhaus: ""missionarisch sein""",404,
https://mnr.ihk-online-akademie.de,Startseite | IHK Mittlerer Niederrhein,500,christina.roy@mnr.ihk.de
https://moodlesandbox.gyger-training.de,Hier können Sie sich anmelden | moodlesandbox.gyger-training.de,404,
https://www.pro-leader-challenge.de,Startseite | Pro Leader Challenge,404,glingensuccess@sabineoberhardt.com
https://moodle.schule,moodle.schule,404,
https://mo9001.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://academy.renecol.org,Renecol Academy,404,
https://dld.moodlecloud.com,Log in to the site | Your School,404,
https://moodle.pflegeakademie-ruh.de,Startseite | PAR,404,
https://moodle.sandwell.ac.uk,Sandwell College,404,
https://mo6253.schulportal.hessen.de,"
    Login - Schulportal Hessen
",404,
https://hfu-moodle.ch,Höhere Fachschule Uster,404,info@hfu.ch
https://aggoe.moodle-nds.de,Hier können Sie sich anmelden | aggoe,404,
https://mo3353.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://evolscheducation.com,evolscheducation  platform,404,evolsch@gmail.com
https://lc.hoehensicherung-nordhessen.de,HSNH Lerncampus,404,
https://sprachenzentrum.ovgu.de,Startseite | Moodle SPRZ,404,
https://moodle.metropolia.fi,Etusivu | Moodle,404,
https://bike2care.de,"Onlineshop von bike2care für E-Falträder, Pedelecs und E-Bikes",404,
https://lernen.agnf.org,Startseite | Moodle - AGNF,404,
https://courses.golinklaw.com,Home | Courses,404,
http://www.latein-onlinekurs.de,E-Latinum Videokurs,404,
https://www.dsap-online.com,DSAP Akademie,404,
https://interner-bereich.masterofbeer.org,Master of Beer - Interner Bereich,404,
https://moodle.djjv.de,Deutscher Ju-Jutsu Verband e.V.,404,jugend@djjv.de
https://moodle.th-brandenburg.de,Home | Lernplattform THB,404,199thomas.bluhm@th-brandenburg.dewww.th-brandenburg.deHaus
https://klstrategic.moodlecloud.com,Hier können Sie sich anmelden | klstrategic,404,
https://www.mhs-mannheim.de,Startseite | MHS-Moodle,404,
http://e-l.unifi.it,Home | Corsi di laurea e post laurea,404,
https://qbbb.moodlecloud.com,Hier können Sie sich anmelden | QBBB,404,
https://nihongo-training.moodlecloud.com,Hier können Sie sich anmelden | Nihongo Training - Moodle,404,
https://mo6289.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://moodle.aktivschule.de,Startseite | Aktiv-Schule-Emleben,404,
https://moodle.sciences-po.fr,Accueil | Moodle,404,sos@sciencespo.fr
https://moodle.oncampus.de,Startseite | VFH,404,
https://134582.logineonrw-lms.de,Hier können Sie sich anmelden | Franz-Hitze-Schule,500,
https://moodle.univ-lille.fr,Accueil | Moodle ULille,404,
https://bildung-goerlitz.de,Startseite | Bildungsinstitut Görlitz,404,post@bildung-goerlitz.de
https://polenzmoodle.de,Wilhelm-von-Polenz-Oberschule Cunewalde,404,
https://moodle.midmich.edu,Home | Moodle,404,"noreply@moodlemail.midmich.edu, noreply@midmich.edu, noreply-midmich.edu@sitemail2.unhosting.site"
https://moodle.scp.ac.at,Lernplattform des Sacré Coeur Pressbaum,404,
https://moodle.daad.de,Startseite | DAAD-Plattform,404,support@inccas.de
https://moodle-archive-annee-academique-23-24.hepvs.ch,ARCHIVE 23-24 Plateforme d'apprentissage HEP-VS - Lernplattform PHVS,404,
https://moodle.fachlehrer.de,"Moodle - Staatsinstitut für Fachlehrer, Abt. V - Bayreuth",404,"info@fachlehrer.de, jungkunz@fachlehrer.de"
https://180804.logineonrw-lms.de,Hier können Sie sich anmelden | Lernmanagementsystem des Landes NRW,500,
http://s130210719.online.de,Startseite | Moodle Testumgebung,500,
https://moodle.steinerschule-bergstedt.de,Moodle Steinerschule Bergstedt,404,
https://kurse.rampe-schule.de,Hier können Sie sich anmelden | BIX - Das Beschulungsprojekt von RAMPE e.V.,404,info@rampe-nbg.de
https://moodle.apg.or.at,APG Moodle,404,02prop@apg.or.atwww.apg.or.at
https://onshore.de,onshore: Hier können Sie sich anmelden,404,
http://moodle.borg-klagenfurt.at,Willkommen  im Moodle vom BORG Klagenfurt,404,
https://presencial.ifgoiano.edu.br,IF Goiano - Cursos Presenciais,404,"nap.cbe@ifgoiano.edu.br, nucleoead.cat@ifgoiano.edu.br, apoiotecnicoead.ce@ifgoiano.edu.br, ead.crt@ifgoiano.edu.br, ead.hidro@ifgoiano.edu.br, clagead.ipa@ifgoiano.edu.br, ceadipora@ifgoiano.edu.br, nap.posse@ifgoiano.edu.br, ead.mhos@ifgoiano.edu.br, ead.rv@ifgoiano.edu.br, nucleoead.tri@ifgoiano.edu.br, ead.urt@ifgoiano.edu.br, cead@ifgoiano.edu.br"
https://moodle.lmz-bw.de,Startseite | LMZ,404,
https://portal.rbtc.de,RHEMA Bible Training Center Germany Portal,404,
https://moodle.htltraun.at,HTL Traun eLearning,404,
https://141549.logineonrw-lms.de,Startseite | Herzlich willkommen!,500,
https://mo6312.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://moodle.oulu.fi,Etusivu | Moodle,404,
http://edu-moodle.dhm.mhn.de,edu-moodle,404,
https://04103652160.moodle.bw.schule,Schule@BW ,404,
https://moodle.lnu.se,Start | Moodle,404,
https://moodle.univ-lyon1.fr,Accueil | Moodle - Lyon1,404,
https://moodle.gymnasium-odenthal.de,Moodle am Schulzentrum Odenthal,404,
https://akademie.wjv.de,WJV Web-Akademie: Hier können Sie sich anmelden,404,info@wjv.de
https://170197.logineonrw-lms.de,Startseite | Lernmanagementsystem des Landes NRW,500,
http://eworkshop.moodle-kurse.de,Hier können Sie sich anmelden | E-Workshop,500,
https://moodle.pte.hu,Moodle LMS - Pécsi Tudományegyetem: Belépés a portálra,404,"v@tr.pte.hu, moodle@pte.hu"
https://elearning.ovgu.de,Startseite | E-Learning OvGU,404,
https://503149.logineonrw-lms.de,Startseite | ZfsL Aachen,500,
https://141082.logineonrw-lms.de,Startseite | Nelson-Mandela-Schule,500,
https://moodle.rwth-aachen.de,Startseite | RWTHmoodle,404,servicedesk@itc.rwth-aachen.de
https://weblearn.fh-kufstein.ac.at,Weblearn @ FH Kufstein Tirol,404,"elearning@fh-kufstein.ac.at, info@fh-kufstein.ac.at"
https://moodle.gymneufeld.ch,Startseite | gymneufeld,404,
https://campus.prognost.com,Home | PROGNOST Campus,500,
https://www.moodle-nordkirche.de,Moodle in der Nordkirche,404,
https://portal.beat-learning.info,Berufliche Bildung erneuern für die automobile Transformation,404,"stefanie.seitz@ikts.fraunhofer.deDaniela, daniela.klaus@ikts.fraunhofer.de, jhuenniger@automotive-thueringen.de, johanna.sittel@uni-jena.deTransfer, thomas.rehfeldt@uni-jena.de"
https://digiges.stmk.gv.at,Digitale Gesellschaft,404,digiges@stmk.gv.at
https://165980.logineonrw-lms.de,Hier können Sie sich anmelden | Georg Forster Gymnasium,500,
https://elearning.leb.de,LEB-eLearning,404,
http://moodle.computerschule50plus.net,Computerschule50plus Moodle,404,"info@computerschule50plus.net, info@computerschule50plus.net"
https://moodle.ash-berlin.eu,Hier können Sie sich anmelden | moodle.ash,404,"itservice@ASH-Berlin.euMoodle, itservice@ASH-Berlin.euExterne, klenke@ASH-Berlin.euQuestions, klenke@ASH-Berlin.eu"
https://bk-borken.lms.schulon.org,Startseite | BKB,404,
https://coach.dag-klimas.de,Hier können Sie sich anmelden | Coaching,404,
https://mbfs-rab.de,Startseite | DRK Akademie Sachsen - Campus Chemnitz,500,
https://feuerwehr-modautal.de,Start - Freiwillige Feuerwehr Modautal,404,
https://ks-hanau.lernen21.de,Startseite | KSH Startseite,404,
https://mo5523.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://edu.gtk.bme.hu,Kezdőoldal | BME GTK,404,"moodle@gtk.bme.hu, xxxxx@bme.hu, xxxxx@bme.hu.To"
https://lms.lernen-bohlscheid.de,Startseite | Unser digitales Bildungsangebot für Sie,500,
https://edupros.edicours.com,EDICOURS ©,200,
https://elearning.rawe-hermetics.de,eLearning von rawe hermetics,404,"info@rawe-hermetics.de, info@rawe-hermetics.de"
https://moodle-gymnasium-voerde.schule,Moodle Gymnasium Voerde,404,passwort@gymnasium-voerde.deHier
https://hochsensibel-akademie.de,Startseite | Akademie für Hochsensibilität,404,post@sensibilitaet-macht-stark.de
https://www.franz-heinzmann-akademie.de,Franz-Heinzmann-Akademie,404,
https://mes.lernen21.de,Startseite | MES,404,
https://www.kurse.kita.bayern,Startseite | Kita Hub,404,
https://moodle.sus.edu,Moodle 2022 (3.11),404,
https://www.lernspielfeld.de,Startseite | Lernspielfeld,404,"monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de, monika.lehmhagen@hfv.de"
https://moodle-wrm.fernuni-hagen.de,moodle-wrm an der FernUni,404,helpdesk@fernuni-hagen.de
https://moodlegurukul.nie.ac.in,NiE,404,"INFO@NIE.AC.IN, INFO@NIE.AC.IN"
http://schilf.alp.dillingen.de,Startseite | SCHILF-Koordination Digitale Bildung,404,elk-support@alp.dillingen.de
https://lvd-moodle.spdns.de,Startseite | Moodle-LvD,404,
https://bsw.education,Startseite | bsw education,404,
https://chiron.moodlecloud.com,Hier können Sie sich anmelden | CO,404,
https://moodle.gpb-college.de,GPB College moodle,404,
https://moodle.kme.ch,Startseite | KME Moodle,404,support@kme.ch
https://moodle.th-koeln.de,Startseite |  ,404,
https://bluecloud.academy,Welcome to the Bluecloud Academy!,404,Bluecloud@gmx.orgkursliste
https://103123.logineonrw-lms.de,"Startseite | Paul-Gerhardt-Schule, Krefeld-Uerdingen",500,
https://moodle.st-anna-schule.org,Startseite | moodle@anna,404,"info@st-anna.deSchultr, info@erzbistum-koeln.de, betrieblicher-datenschutz@erzbistum-koeln.deBetroffenenrechteSie, info@st-anna.de, info@erzbistum-koeln.deUmsatzsteuer, betrieblicher-datenschutz@erzbistum-koeln.deVerantwortlicher, heischkamp@st-anna.de"
https://bsz.moodlecloud.com,Hier können Sie sich anmelden | BSZTW,404,
https://moodle.zdv.uni-tuebingen.de,Startseite | moodle,404,nnd-support@zdv.uni-tuebingen.deBenutzerordnungImpressum
https://community.eeducation.at,eEducation Austria Community,404,
https://elearning.hepl.ch,Accueil | Moodle HEP Vaud,404,
https://moodle.dksb-sachsen.de,Startseite | ELearning DKSB Sachsen,404,"sturm@kinderschutzbund-sachsen.deDieser, sturm@kinderschutzbund-sachsen.deDer, sturm@kinderschutzbund-sachsen.deDer, sturm@kinderschutzbund-sachsen.deDer, sturm@kinderschutzbund-sachsen.de, sturm@kinderschutzbund-sachsen.de, sturm@kinderschutzbund-sachsen.de, sturm@kinderschutzbund-sachsen.de, 066info@kinderschutzbund-sachsen.dekinderschutzbund-sachsen.de, roehner@kinderschutzbund-sachsen.deFachaustausch, roehner@kinderschutzbund-sachsen.deWie, roehner@kinderschutzbund-sachsen.deWie, roehner@kinderschutzbund-sachsen.deVisualisierung, roehner@kinderschutzbund-sachsen.de, sturm@kinderschutzbund-sachsen.deDer, sturm@kinderschutzbund-sachsen.de, sturm@kinderschutzbund-sachsen.deDer, sturm@kinderschutzbund-sachsen.de, sturm@kinderschutzbund-sachsen.deDer, sturm@kinderschutzbund-sachsen.de, sturm@kinderschutzbund-sachsen.deDieser, sturm@kinderschutzbund-sachsen.de"
https://159566.logineonrw-lms.de,Hier können Sie sich anmelden | Lernmanagementsystem des Landes NRW,500,
https://124333.logineonrw-lms.de,Startseite | Material-Quelle LMS - Lernmanagementsystem der Queller Schule,500,
http://moodle.uni-potsdam.de,Startseite | Moodle.UP,404,moodle-team@uni-potsdam.de
https://optimal-systems.screen.academy,Optimal Systems | screen academy: Hier können Sie sich anmelden,200,
https://moodle.ph-ludwigsburg.de,Startseite | ePHL,404,
https://ncuk.learnonline.ie,Title of the document,404,
https://bep-connect.de,Startseite | BEP-Connect,500,"bep-fachberatung@ifp.bayern.de, bep_hessen@ifp.bayern.de"
https://genres.moodlecloud.com,Hier können Sie sich anmelden | genres e.V,404,
https://moodle.uni-greifswald.de,Startseite | Moodle,404,
https://moodle.imtb.de,Startseite | IMTB Moodle,404,
https://ststdlbs.moodle-nds.de,Startseite | Studienseminar Stade LbS,404,
https://moodle.bs-eagt.de,Startseite | moodle BS-EAGT,404,
https://moodle.rsh-duesseldorf.de,Startseite | Robert Schumann Hochschule Düsseldorf,404,
https://moodle.edu.gewerkstatt.de,Moodle - QBS Gewerkstatt,404,
https://www.tischler-schreiner-campus.de,Tischler Schreiner CAMPUS,404,
https://moodle.uni-jena.de,Hier können Sie sich anmelden | Moodle Uni Jena,200,
https://moodle.lfp.cuni.cz,E-learningový portál LF UK v Plzni,404,
https://www.learning-centurion.de,Lernumgebung der Centurion-Brandschutz GmbH,404,
https://moodle.phgr.ch,Moodle Pädagogische Hochschule Graubünden,404,
https://lagfa-nrw.elearning-home.de,Hier können Sie sich anmelden | Home,500,
https://moodle.fhg-tirol.ac.at,fh gesundheit | health university of applied sciences tyrol,404,
https://moodle.onlinecampus-pflege.de,Startseite | Onlinecampus Pflege,404,
https://moodle.zems.tu-berlin.de,Startseite | ZEMS-Moodle,404,
http://moodle.tsn.at,Startseite | TSNmoodle,404,
https://mo7676.schule.hessen.de,"
    Login - Schulportal Hessen
",404,
https://moodleschulung.univie.ac.at,Startseite | Moodle-Schulung Universität Wien,404,
https://wemo-tec.moodlecloud.com,Hier können Sie sich anmelden | WEMO-tec,404,
https://bildung.gruene-muenchen.de,Grüne München Bildungsplattform,404,
https://skills.acceptedjobs.com,Teaching Skills,404,
https://moodle.familienbildung-in-nrw.de,Startseite | Home,500,
https://moodle.ksimlee.ch,Startseite | Moodle KLW,404,
https://moodle.ku-linz.at,Startseite | KU,404,
https://164409.logineonrw-lms.de,Hier können Sie sich anmelden | KOBIneo,500,
https://elearning-unima.de,Startseite | Moodle,404,
https://spektrum-akademie-moodle.de,Startseite | SPEKTRUM AKADEMIE,404,
https://raillearning.eu,Railconzept - die Lokfahrschule,404,
https://rsrees.moodleschule.de,Startseite | rs-rees,404,BA@realschule-rees.de
https://www.freigeist-sh.de,Freigeist-SH: Hier können Sie sich anmelden,404,
https://157650.logineonrw-lms.de,Hier können Sie sich anmelden | Lernmanagementsystem des Landes NRW,500,
http://moodle.w-hs.de,Startseite | Moodle,404,
https://04114480210.moodle.bw.schule,Schule@BW ,404,
